brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,log_price,log_km_driven,brand_grouped,fuel_type_grouped,km_per_year
Datsun,RediGO,3,30000,Individual,Petrol,Manual,22.5,999,67.0,5,300000,12.611541086966115,10.308985993422082,Datsun,Petrol,10000.0
Maruti,Alto,6,20000,Individual,Petrol,Manual,23.95,998,67.05,5,200000,12.206077645517674,9.90353755128617,Maruti,Petrol,3333.3333333333335
Hyundai,Creta,5,52000,Dealer,Diesel,Manual,19.67,1582,126.2,5,975000,13.790193775620484,10.859018228147887,Hyundai,Diesel,10400.0
Maruti,Alto,19,82000,Individual,Petrol,Manual,19.7,796,46.3,5,100000,11.51293546492023,11.314486721293981,Maruti,Petrol,4315.789473684211
Mahindra,XUV500,7,86436,Dealer,Diesel,Manual,15.1,2179,140.0,7,780000,13.567050480716235,11.367171103863992,Mahindra,Diesel,12348.0
Mahindra,Scorpio,6,80000,Individual,Diesel,Manual,15.4,2523,75.0,7,700000,13.45883704259595,11.289794413577894,Mahindra,Diesel,13333.333333333334
Jaguar,XF,8,25000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2650000,14.790070575320824,10.12667110305036,Jaguar,Diesel,3125.0
Renault,KWID,2,1100,Dealer,Petrol,Manual,23.01,999,67.0,5,450000,13.017005083966255,7.00397413672268,Renault,Petrol,550.0
Jeep,Compass,2,10000,Individual,Petrol,Automatic,16.0,1368,160.0,5,2050000,14.53335083891935,9.210440366976517,Jeep,Petrol,5000.0
Maruti,Wagon R,3,30000,Individual,Petrol,Manual,20.51,998,67.04,5,440000,12.994532278619134,10.308985993422082,Maruti,Petrol,10000.0
Maruti,Baleno,5,120000,Individual,Diesel,Manual,27.39,1248,74.0,5,550000,13.217675375388819,11.695255355062795,Maruti,Diesel,24000.0
Maruti,Alto,7,38000,Dealer,Petrol,Manual,22.74,796,47.3,5,265000,12.487488878546145,10.545367754151743,Maruti,Petrol,5428.571428571428
Maruti,Wagon R,9,43000,Dealer,Petrol,Manual,20.51,998,67.04,5,299000,12.608202196848836,10.668978650219241,Maruti,Petrol,4777.777777777777
Maruti,Swift,6,50000,Individual,Petrol,Manual,20.4,1197,81.8,5,420000,12.948012371209098,10.819798284210286,Maruti,Petrol,8333.333333333334
Mercedes-Benz,E-Class,14,52483,Dealer,Diesel,Automatic,11.0,2987,198.5,5,1050000,13.864301674514206,10.868263640225607,Mercedes-Benz,Diesel,3748.785714285714
Mahindra,Scorpio,5,137138,Individual,Diesel,Manual,15.4,2523,75.0,7,710000,13.47302165746721,11.82875028899319,Mahindra,Diesel,27427.6
Maruti,Ciaz,6,77000,Dealer,Diesel,Manual,28.09,1248,88.5,5,735000,13.507627138738266,11.251573687764477,Maruti,Diesel,12833.333333333334
Hyundai,i10,11,67000,Dealer,Petrol,Manual,20.36,1197,78.9,5,320000,12.676079399771027,11.112462823634855,Hyundai,Petrol,6090.909090909091
Ford,Figo,9,80000,Individual,Diesel,Manual,20.0,1399,68.0,5,325000,12.691583538230217,11.289794413577894,Ford,Diesel,8888.888888888889
Renault,KWID,5,50000,Individual,Petrol,Manual,25.17,799,53.3,5,330000,12.706850963741102,10.819798284210286,Renault,Petrol,10000.0
Toyota,Innova,9,120000,Individual,Diesel,Manual,12.8,2494,102.0,8,875000,13.681980308196241,11.695255355062795,Toyota,Diesel,13333.333333333334
Toyota,Innova,3,80000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1995000,14.506155109559108,11.289794413577894,Toyota,Diesel,26666.666666666668
Ford,Figo,10,110000,Individual,Diesel,Manual,20.0,1399,68.0,5,220000,12.301387370778713,11.608244735642321,Ford,Diesel,11000.0
Hyundai,i10,12,52473,Dealer,Petrol,Manual,20.36,1197,78.9,5,338000,12.73080413304066,10.868073087813588,Hyundai,Petrol,4372.75
Datsun,RediGO,5,35000,Individual,Petrol,Manual,22.7,799,53.64,5,300000,12.611541086966115,10.463131911491967,Datsun,Petrol,7000.0
Toyota,Innova,6,52000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1200000,13.997832948091215,10.859018228147887,Toyota,Diesel,8666.666666666666
Mercedes-Benz,E-Class,7,30000,Dealer,Diesel,Automatic,13.0,2143,201.1,5,2950000,14.897316067298997,10.308985993422082,Mercedes-Benz,Diesel,4285.714285714285
Volkswagen,Vento,7,50000,Dealer,Diesel,Manual,22.27,1498,108.6,5,635000,13.361381852676738,10.819798284210286,Volkswagen,Diesel,7142.857142857143
Ford,Ecosport,2,10370,Dealer,Petrol,Manual,17.0,1497,121.31,5,950000,13.76421831620775,9.246768728589734,Ford,Petrol,5185.0
Ford,Ecosport,7,49000,Dealer,Diesel,Manual,22.7,1498,89.84,5,649000,13.38318953651709,10.799595985047786,Ford,Diesel,7000.0
Hyundai,Creta,4,40000,Individual,Diesel,Manual,19.67,1582,126.2,5,870000,13.676249640055394,10.596659732783579,Hyundai,Diesel,10000.0
Mahindra,Marazzo,2,70000,Individual,Diesel,Manual,17.3,1497,121.0,8,1200000,13.997832948091215,11.156264806643742,Mahindra,Diesel,35000.0
Hyundai,Grand i10,5,65834,Dealer,Petrol,Manual,18.9,1197,82.0,5,550000,13.217675375388819,11.094906890790444,Hyundai,Petrol,13166.8
Ford,Figo,4,27500,Individual,Diesel,Manual,25.83,1498,99.0,5,580000,13.270785106659046,10.221977646629885,Ford,Diesel,6875.0
Maruti,Baleno,6,70000,Individual,Petrol,Manual,21.4,1197,83.1,5,530000,13.180634172318978,11.156264806643742,Maruti,Petrol,11666.666666666666
Ford,Ecosport,5,78000,Dealer,Diesel,Manual,22.77,1498,98.59,5,715000,13.480039220276565,11.264476926102367,Ford,Diesel,15600.0
Maruti,Swift Dzire,8,120000,Individual,Diesel,Manual,23.4,1248,74.0,5,480000,13.081543466215237,11.695255355062795,Maruti,Diesel,15000.0
Toyota,Innova,12,194532,Dealer,Diesel,Manual,12.8,2494,102.0,7,625000,13.345508528717259,12.178357093458791,Toyota,Diesel,16211.0
Toyota,Innova,14,120000,Individual,Diesel,Manual,12.8,2494,102.0,8,300000,12.611541086966115,11.695255355062795,Toyota,Diesel,8571.42857142857
Toyota,Fortuner,4,94926,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2900000,14.88022163978423,11.460863454143258,Toyota,Diesel,23731.5
Maruti,Wagon R,4,86000,Dealer,Petrol,Manual,18.9,998,67.1,5,410000,12.923914877701906,11.362114203075018,Maruti,Petrol,21500.0
Maruti,Alto,2,8300,Individual,Petrol,Manual,24.7,796,47.3,5,330000,12.706850963741102,9.024131268455035,Maruti,Petrol,4150.0
Maruti,Ignis,4,30000,Dealer,Petrol,Manual,20.89,1197,81.8,5,550000,13.217675375388819,10.308985993422082,Maruti,Petrol,7500.0
Honda,WR-V,3,78430,Dealer,Diesel,Manual,25.5,1498,98.6,5,800000,13.592368256649284,11.269974536348558,Honda,Diesel,26143.333333333332
Ford,Figo,9,98398,Dealer,Diesel,Manual,20.0,1399,68.0,5,200000,12.206077645517674,11.49678592038708,Ford,Diesel,10933.111111111111
Honda,WR-V,3,16053,Dealer,Diesel,Manual,25.5,1498,98.6,5,920000,13.732130035981154,9.683713318691522,Honda,Diesel,5351.0
Maruti,Swift,10,88000,Dealer,Diesel,Manual,28.4,1248,74.0,5,265000,12.487488878546145,11.385103457032141,Maruti,Diesel,8800.0
Toyota,Innova,6,65000,Dealer,Diesel,Manual,12.8,2494,102.0,8,930000,13.742940940397677,11.082157933374816,Toyota,Diesel,10833.333333333334
Hyundai,i10,14,78000,Dealer,Petrol,Manual,20.36,1197,78.9,5,225000,12.323860125621126,11.264476926102367,Hyundai,Petrol,5571.428571428572
Hyundai,Grand i10,6,54507,Dealer,Petrol,Manual,18.9,1197,82.0,5,485000,13.091906231773164,10.90610275886971,Hyundai,Petrol,9084.5
Honda,Jazz,4,26000,Individual,Petrol,Automatic,19.0,1199,88.7,5,675000,13.42246945133505,10.165890277802454,Honda,Petrol,6500.0
Honda,Amaze,7,78000,Dealer,Diesel,Manual,24.7,1498,98.63,5,485000,13.091906231773164,11.264476926102367,Honda,Diesel,11142.857142857143
Maruti,Alto,6,38000,Dealer,Petrol,Automatic,23.95,998,67.05,5,350000,12.765691290604371,10.545367754151743,Maruti,Petrol,6333.333333333333
Maruti,Swift Dzire,5,38000,Dealer,Diesel,Manual,23.4,1248,74.0,5,625000,13.345508528717259,10.545367754151743,Maruti,Diesel,7600.0
Volkswagen,Vento,9,185000,Individual,Diesel,Manual,20.54,1598,103.6,5,425000,12.959846800844963,12.128116509451258,Volkswagen,Diesel,20555.555555555555
Hyundai,Creta,3,49000,Dealer,Diesel,Manual,20.5,1582,126.2,5,1390000,14.144815024531075,10.799595985047786,Hyundai,Diesel,16333.333333333334
Maruti,Wagon R,11,40000,Individual,Petrol,Manual,17.3,1061,64.0,5,250000,12.429220196836383,10.596659732783579,Maruti,Petrol,3636.3636363636365
Maruti,Wagon R,15,39056,Dealer,Petrol,Manual,18.9,998,67.1,5,100000,11.51293546492023,10.572777396565506,Maruti,Petrol,2603.733333333333
Toyota,Innova,11,150000,Dealer,Diesel,Manual,12.8,2494,102.0,7,850000,13.652992804936396,11.918397239722838,Toyota,Diesel,13636.363636363636
Hyundai,i20,8,96000,Individual,Diesel,Manual,21.9,1396,88.8,5,450000,13.017005083966255,11.472113887062386,Hyundai,Diesel,12000.0
Mahindra,KUV,4,40000,Individual,Petrol,Manual,18.15,1198,82.0,6,350000,12.765691290604371,10.596659732783579,Mahindra,Petrol,10000.0
Maruti,Celerio,5,20675,Dealer,Petrol,Manual,23.1,998,67.04,5,470000,13.060490101343552,9.93672888631593,Maruti,Petrol,4135.0
Mahindra,Bolero,8,58000,Individual,Diesel,Manual,15.96,2523,62.1,7,670000,13.415034483903348,10.968215530759236,Mahindra,Diesel,7250.0
Maruti,Swift Dzire,5,52000,Dealer,Diesel,Manual,26.59,1248,74.0,5,650000,13.384729180332174,10.859018228147887,Maruti,Diesel,10400.0
Hyundai,Creta,4,60369,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1350000,14.115615891155079,11.008247571790472,Hyundai,Diesel,15092.25
Hyundai,Verna,10,170000,Individual,Diesel,Manual,22.32,1582,126.3,5,370000,12.821260987319457,12.04355959836804,Hyundai,Diesel,17000.0
Hyundai,i20,5,25000,Dealer,Petrol,Manual,18.6,1197,81.83,5,585000,13.279368835614243,10.12667110305036,Hyundai,Petrol,5000.0
Toyota,Fortuner,9,134213,Dealer,Diesel,Manual,12.55,2982,168.5,7,1475000,14.204169225721929,11.807190819986168,Toyota,Diesel,14912.555555555555
Mahindra,Bolero,9,35000,Individual,Diesel,Manual,15.96,2523,62.1,7,450000,13.017005083966255,10.463131911491967,Mahindra,Diesel,3888.8888888888887
Hyundai,i20,7,40000,Individual,Diesel,Manual,22.54,1396,88.73,5,400000,12.899222326086994,10.596659732783579,Hyundai,Diesel,5714.285714285715
Hyundai,i20,4,23000,Individual,Petrol,Manual,18.6,1197,81.83,5,620000,13.3374763699232,10.043292972227004,Hyundai,Petrol,5750.0
Honda,WR-V,4,65360,Dealer,Diesel,Manual,25.5,1498,98.6,5,760000,13.541075028051122,11.087681029294444,Honda,Diesel,16340.0
Maruti,Swift,4,52920,Dealer,Petrol,Manual,21.21,1197,81.8,5,638000,13.366095129723817,10.876555514497824,Maruti,Petrol,13230.0
Volkswagen,Polo,8,50000,Dealer,Diesel,Manual,22.07,1199,73.9,5,300000,12.611541086966115,10.819798284210286,Volkswagen,Diesel,6250.0
Maruti,Swift Dzire,3,20825,Dealer,Petrol,Automatic,21.21,1197,81.8,5,770000,13.554147092530322,9.943957485089841,Maruti,Petrol,6941.666666666667
Hyundai,i20,3,90000,Individual,Diesel,Manual,21.19,1396,88.73,5,640000,13.369225017834633,11.407576060361786,Hyundai,Diesel,30000.0
Renault,KWID,3,48500,Dealer,Petrol,Manual,23.01,999,67.0,5,385000,12.861001210669146,10.789339695269716,Renault,Petrol,16166.666666666666
Hyundai,Elantra,8,89234,Dealer,Petrol,Manual,16.3,1797,147.5,5,685000,13.437175577097312,11.399028618290115,Hyundai,Petrol,11154.25
Maruti,Swift,8,85000,Dealer,Diesel,Manual,22.9,1248,74.0,5,465000,13.049794835104816,11.350418300109132,Maruti,Diesel,10625.0
Honda,WR-V,4,34000,Dealer,Petrol,Manual,17.5,1199,88.7,5,785000,13.573440270649085,10.434145214930487,Honda,Petrol,8500.0
Mercedes-Benz,E-Class,11,78000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1100000,13.910821646859095,11.264476926102367,Mercedes-Benz,Diesel,7090.909090909091
Renault,KWID,5,35000,Individual,Petrol,Manual,25.17,799,53.3,5,310000,12.644330802262578,10.463131911491967,Renault,Petrol,7000.0
Maruti,Swift Dzire,5,35000,Individual,Diesel,Manual,26.59,1248,74.0,5,650000,13.384729180332174,10.463131911491967,Maruti,Diesel,7000.0
Maruti,Swift,8,93000,Individual,Diesel,Manual,22.9,1248,74.0,5,451000,13.019224835777257,11.440365524765756,Maruti,Diesel,11625.0
Maruti,Ciaz,2,36000,Individual,Petrol,Manual,21.56,1462,103.25,5,930000,13.742940940397677,10.491301994830229,Maruti,Petrol,18000.0
Hyundai,Creta,4,45900,Dealer,Diesel,Manual,19.67,1582,126.2,5,1250000,14.038654909278163,10.734242182303689,Hyundai,Diesel,11475.0
Maruti,Swift Dzire,3,70000,Individual,Diesel,Manual,28.4,1248,74.02,5,608000,13.317931805683793,11.156264806643742,Maruti,Diesel,23333.333333333332
Hyundai,Grand i10,7,50000,Individual,Petrol,Manual,18.9,1197,82.0,5,350000,12.765691290604371,10.819798284210286,Hyundai,Petrol,7142.857142857143
Hyundai,i20,6,90000,Individual,Diesel,Manual,22.54,1396,88.73,5,650000,13.384729180332174,11.407576060361786,Hyundai,Diesel,15000.0
Honda,City,2,13620,Dealer,Petrol,Manual,17.14,1497,117.6,5,1350000,14.115615891155079,9.519367998447342,Honda,Petrol,6810.0
Maruti,Baleno,3,26000,Individual,Petrol,Manual,21.4,1197,83.1,5,711000,13.47442911525415,10.165890277802454,Maruti,Petrol,8666.666666666666
Hyundai,i20,4,70000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000,13.217675375388819,11.156264806643742,Hyundai,Petrol,17500.0
Maruti,Wagon R,13,86000,Dealer,Petrol,Manual,18.9,998,67.1,5,210000,12.25486757159303,11.362114203075018,Maruti,Petrol,6615.384615384615
Maruti,Wagon R,5,110000,Individual,Petrol,Manual,20.51,998,67.04,5,400000,12.899222326086994,11.608244735642321,Maruti,Petrol,22000.0
Hyundai,i20,2,31800,Dealer,Diesel,Manual,22.54,1396,88.76,5,730000,13.500801182986649,10.367253014814716,Hyundai,Diesel,15900.0
Renault,KWID,3,9000,Dealer,Petrol,Automatic,24.04,999,67.0,5,450000,13.017005083966255,9.105090961257085,Renault,Petrol,3000.0
Toyota,Innova,4,25000,Individual,Diesel,Manual,13.68,2393,147.8,8,1850000,14.430696737594902,10.12667110305036,Toyota,Diesel,6250.0
Hyundai,i10,6,60000,Individual,Petrol,Manual,19.81,1086,68.05,5,250000,12.429220196836383,11.002116507732017,Hyundai,Petrol,10000.0
BMW,5,4,25000,Dealer,Diesel,Automatic,14.69,2993,258.0,5,5500000,15.520258832020865,10.12667110305036,BMW,Diesel,6250.0
Hyundai,Grand i10,7,51000,Dealer,Petrol,Manual,18.9,1197,82.0,5,474000,13.06896471037963,10.839600519357369,Hyundai,Petrol,7285.714285714285
Mahindra,Bolero,5,35000,Individual,Diesel,Manual,16.5,1493,70.0,7,650000,13.384729180332174,10.463131911491967,Mahindra,Diesel,7000.0
Hyundai,Grand i10,7,90598,Dealer,Diesel,Manual,24.0,1120,70.0,5,365000,12.807655372286902,11.414198454442563,Hyundai,Diesel,12942.57142857143
Hyundai,i20,2,10000,Individual,Diesel,Manual,22.54,1396,88.76,5,800000,13.592368256649284,9.210440366976517,Hyundai,Diesel,5000.0
Mahindra,Marazzo,2,30000,Individual,Diesel,Manual,17.3,1497,121.0,7,1460000,14.19394767861579,10.308985993422082,Mahindra,Diesel,15000.0
Ford,Ecosport,7,64000,Dealer,Petrol,Manual,15.8,1499,110.0,5,490000,13.102162710901053,11.06665398721974,Ford,Petrol,9142.857142857143
Hyundai,Grand i10,4,16905,Individual,Petrol,Automatic,18.9,1197,82.0,5,540000,13.199326270390594,9.735423867488873,Hyundai,Petrol,4226.25
Honda,Amaze,2,30000,Individual,Petrol,Manual,19.5,1199,88.76,5,610000,13.321215875492413,10.308985993422082,Honda,Petrol,15000.0
Maruti,Swift Dzire,8,60000,Individual,Diesel,Manual,23.4,1248,74.0,5,490000,13.102162710901053,11.002116507732017,Maruti,Diesel,7500.0
Maruti,Celerio,5,35232,Dealer,Petrol,Automatic,23.1,998,67.04,5,445000,13.005831808336863,10.469738422407529,Maruti,Petrol,7046.4
Maruti,Swift Dzire,3,120000,Individual,Petrol,Manual,19.95,1197,81.8,5,460000,13.038983942375959,11.695255355062795,Maruti,Petrol,40000.0
Ford,Ecosport,3,5000,Individual,Petrol,Manual,17.0,1497,121.36,5,850000,13.652992804936396,8.517393171418904,Ford,Petrol,1666.6666666666667
Hyundai,Grand i10,4,25000,Individual,Petrol,Manual,18.9,1197,81.86,5,580000,13.270785106659046,10.12667110305036,Hyundai,Petrol,6250.0
Renault,Duster,4,50000,Individual,Diesel,Manual,19.87,1461,83.8,5,800000,13.592368256649284,10.819798284210286,Renault,Diesel,12500.0
Hyundai,i20,6,77597,Dealer,Petrol,Manual,20.35,1197,81.86,5,666000,13.4090464510229,11.259296932643299,Hyundai,Petrol,12932.833333333334
Ford,Ecosport,7,81000,Dealer,Diesel,Manual,22.7,1498,89.84,5,575000,13.26212705890841,11.302216779257382,Ford,Diesel,11571.42857142857
Tata,Harrier,2,68000,Dealer,Diesel,Manual,17.0,1956,138.1,5,1550000,14.253766134056512,11.127277689932466,Tata,Diesel,34000.0
Maruti,Swift Dzire,9,120000,Individual,Diesel,Manual,23.4,1248,74.0,5,325000,12.691583538230217,11.695255355062795,Maruti,Diesel,13333.333333333334
Toyota,Fortuner,9,86000,Individual,Diesel,Manual,12.55,2982,168.5,7,1250000,14.038654909278163,11.362114203075018,Toyota,Diesel,9555.555555555555
Maruti,Vitara,3,47588,Dealer,Diesel,Manual,24.3,1248,88.5,5,900000,13.710151153416941,10.770356921076566,Maruti,Diesel,15862.666666666666
BMW,3,7,89000,Dealer,Diesel,Automatic,18.88,1995,184.0,5,1650000,14.316286451937186,11.39640288460621,BMW,Diesel,12714.285714285714
Renault,KWID,5,63000,Dealer,Petrol,Manual,23.01,999,67.0,5,350000,12.765691290604371,11.050905878263567,Renault,Petrol,12600.0
BMW,X1,8,50000,Dealer,Diesel,Automatic,19.62,1998,192.0,5,1650000,14.316286451937186,10.819798284210286,BMW,Diesel,6250.0
Hyundai,Creta,5,35000,Individual,Petrol,Manual,15.29,1591,121.3,5,850000,13.652992804936396,10.463131911491967,Hyundai,Petrol,7000.0
Mercedes-Benz,CLS,5,10000,Dealer,Diesel,Automatic,19.4,2143,204.0,4,4900000,15.404745967162468,9.210440366976517,Mercedes-Benz,Diesel,2000.0
Maruti,Wagon R,21,83000,Individual,Petrol,Manual,18.9,998,67.1,5,85000,11.350418300109132,11.326607934898927,Maruti,Petrol,3952.3809523809523
Honda,City,11,65000,Dealer,Petrol,Manual,17.0,1497,118.0,5,330000,12.706850963741102,11.082157933374816,Honda,Petrol,5909.090909090909
Hyundai,i20,7,25000,Individual,Diesel,Manual,22.54,1396,88.73,5,500000,13.122365377402328,10.12667110305036,Hyundai,Diesel,3571.4285714285716
Datsun,RediGO,2,4646,Dealer,Petrol,Manual,22.7,799,53.64,5,350000,12.765691290604371,8.443977129084978,Datsun,Petrol,2323.0
Hyundai,Grand i10,5,27550,Dealer,Petrol,Manual,18.9,1197,81.86,5,475000,13.07107218827772,10.22379411156297,Hyundai,Petrol,5510.0
Maruti,Baleno,5,54552,Dealer,Petrol,Manual,21.4,1197,83.1,5,510000,13.1421679654829,10.906927985166073,Maruti,Petrol,10910.4
Maruti,Baleno,3,25000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,720000,13.487007879880162,10.12667110305036,Maruti,Petrol,8333.333333333334
Mahindra,XUV500,7,110000,Dealer,Diesel,Manual,15.1,2179,140.0,7,895000,13.704580114574805,11.608244735642321,Mahindra,Diesel,15714.285714285714
Honda,City,7,57000,Dealer,Diesel,Manual,26.0,1498,98.6,5,675000,13.42246945133505,10.950824090522445,Honda,Diesel,8142.857142857143
Hyundai,i20,6,72000,Dealer,Diesel,Manual,22.54,1396,88.73,5,650000,13.384729180332174,11.184435286790631,Hyundai,Diesel,12000.0
Ford,Figo,10,83000,Dealer,Diesel,Manual,20.0,1399,68.05,5,185000,12.128116509451258,11.326607934898927,Ford,Diesel,8300.0
Ford,Aspire,6,49743,Dealer,Petrol,Manual,18.16,1196,86.8,5,480000,13.081543466215237,10.814645132298535,Ford,Petrol,8290.5
Honda,City,6,80540,Dealer,Diesel,Manual,26.0,1498,98.6,5,585000,13.279368835614243,11.296521650519077,Honda,Diesel,13423.333333333334
Maruti,Alto,6,85000,Individual,Petrol,Manual,22.74,796,47.3,5,276000,12.52815976788113,11.350418300109132,Maruti,Petrol,14166.666666666666
Maruti,Ciaz,1,10000,Individual,Petrol,Manual,20.65,1462,103.25,5,950000,13.76421831620775,9.210440366976517,Maruti,Petrol,10000.0
Ford,Figo,11,156000,Individual,Diesel,Manual,20.0,1399,68.0,5,130000,11.775297421715827,11.957617696467539,Ford,Diesel,14181.818181818182
Maruti,Swift Dzire,9,28000,Dealer,Petrol,Manual,20.85,1197,83.14,5,495000,13.112315061750808,10.239995502805316,Maruti,Petrol,3111.1111111111113
Maruti,Wagon R,8,57835,Dealer,Petrol,Manual,21.79,998,67.05,5,365000,12.807655372286902,10.965366698148017,Maruti,Petrol,7229.375
Maruti,Wagon R,8,110000,Individual,Petrol,Manual,20.51,998,67.04,5,230000,12.345838935721968,11.608244735642321,Maruti,Petrol,13750.0
Maruti,Ignis,4,2300,Individual,Petrol,Manual,20.89,1197,81.8,5,530000,13.180634172318978,7.741099090035366,Maruti,Petrol,575.0
Hyundai,i20,6,72000,Dealer,Petrol,Manual,18.6,1197,81.83,5,525000,13.171155446333852,11.184435286790631,Hyundai,Petrol,12000.0
Mercedes-Benz,E-Class,5,36500,Dealer,Diesel,Automatic,13.0,2143,204.0,5,2790000,14.841552512220423,10.505094936455558,Mercedes-Benz,Diesel,7300.0
Maruti,Ertiga,3,67000,Dealer,Diesel,Manual,24.2,1498,93.87,7,890000,13.698977865303197,11.112462823634855,Maruti,Diesel,22333.333333333332
BMW,X3,4,49000,Dealer,Diesel,Automatic,16.55,2993,258.0,5,3900000,15.176487367510099,10.799595985047786,BMW,Diesel,12250.0
Tata,Safari,4,76759,Dealer,Diesel,Manual,14.1,2179,147.94,7,835000,13.635188201437066,11.248438950121637,Tata,Diesel,19189.75
Hyundai,Grand i10,5,50000,Individual,Petrol,Manual,18.9,1197,82.0,5,400000,12.899222326086994,10.819798284210286,Hyundai,Petrol,10000.0
Maruti,Alto,10,100000,Individual,Petrol,Manual,20.92,998,67.1,5,215000,12.278397958261774,11.51293546492023,Maruti,Petrol,10000.0
Maruti,Swift Dzire,6,46000,Dealer,Petrol,Manual,22.0,1197,81.8,5,515000,13.151924121391561,10.736418414365376,Maruti,Petrol,7666.666666666667
Land Rover,Rover,9,89000,Dealer,Diesel,Automatic,12.7,2179,187.7,5,2300000,14.648420115681892,11.39640288460621,Land Rover,Diesel,9888.888888888889
Ford,Ecosport,4,50852,Dealer,Diesel,Manual,23.0,1498,98.96,5,780000,13.567050480716235,10.836694396786596,Ford,Diesel,12713.0
Toyota,Innova,3,116084,Dealer,Diesel,Automatic,11.36,2755,171.5,7,2150000,14.580978865220017,11.662077960372669,Toyota,Diesel,38694.666666666664
Hyundai,i10,9,34000,Individual,Petrol,Manual,20.36,1197,78.9,5,375000,12.834683971615659,10.434145214930487,Hyundai,Petrol,3777.777777777778
Mahindra,Scorpio,4,11000,Dealer,Diesel,Manual,15.4,1997,120.0,7,1351000,14.116356357134512,9.305741456739435,Mahindra,Diesel,2750.0
Maruti,Baleno,3,35000,Individual,Petrol,Manual,21.4,1197,83.1,5,680000,13.429849547739444,10.463131911491967,Maruti,Petrol,11666.666666666666
Hyundai,i20,5,50000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000,13.217675375388819,10.819798284210286,Hyundai,Petrol,10000.0
Skoda,Octavia,14,110000,Dealer,Diesel,Manual,18.7,1896,66.0,5,295000,12.59473402514672,11.608244735642321,Skoda,Diesel,7857.142857142857
Toyota,Innova,4,70000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1595000,14.282384921160133,11.156264806643742,Toyota,Diesel,17500.0
Hyundai,Creta,4,75130,Dealer,Diesel,Manual,19.67,1582,126.2,5,1150000,13.955273369904273,11.226988535536838,Hyundai,Diesel,18782.5
Maruti,Alto,7,20068,Dealer,Petrol,Manual,23.95,998,67.05,5,286000,12.563750586299374,9.906931614938683,Maruti,Petrol,2866.8571428571427
Mercedes-Benz,CLS,7,33000,Dealer,Petrol,Automatic,9.26,3498,306.0,4,3600000,15.096444681204078,10.404293143019792,Mercedes-Benz,Petrol,4714.285714285715
Honda,Jazz,5,34000,Dealer,Petrol,Automatic,17.1,1199,88.51,5,675000,13.42246945133505,10.434145214930487,Honda,Petrol,6800.0
Maruti,Wagon R,8,55983,Dealer,Petrol,Manual,18.9,998,67.1,5,325000,12.691583538230217,10.93282121460747,Maruti,Petrol,6997.875
Maruti,Alto,2,90000,Individual,Petrol,Manual,24.7,796,47.3,5,300000,12.611541086966115,11.407576060361786,Maruti,Petrol,45000.0
Renault,KWID,5,64000,Dealer,Petrol,Manual,25.17,799,53.3,5,350000,12.765691290604371,11.06665398721974,Renault,Petrol,12800.0
Hyundai,i20,12,46025,Dealer,Petrol,Manual,17.0,1197,80.0,5,325000,12.691583538230217,10.736961733187352,Hyundai,Petrol,3835.4166666666665
Maruti,Ertiga,3,80000,Individual,Diesel,Manual,24.52,1248,88.5,7,930000,13.742940940397677,11.289794413577894,Maruti,Diesel,26666.666666666668
Maruti,Alto,6,50000,Dealer,Petrol,Manual,22.74,796,47.3,5,270000,12.506180941677357,10.819798284210286,Maruti,Petrol,8333.333333333334
Ford,Ecosport,3,50000,Individual,Diesel,Manual,23.0,1498,98.96,5,800000,13.592368256649284,10.819798284210286,Ford,Diesel,16666.666666666668
Maruti,Alto,6,40000,Individual,Petrol,Manual,23.95,998,67.05,5,280000,12.54254845357358,10.596659732783579,Maruti,Petrol,6666.666666666667
Maruti,Swift Dzire,5,82253,Dealer,Diesel,Manual,19.3,1248,73.9,5,680000,13.429849547739444,11.317567299663954,Maruti,Diesel,16450.6
Toyota,Fortuner,4,15000,Individual,Diesel,Automatic,12.9,2755,174.5,7,3150000,14.962913328262083,9.61587214452889,Toyota,Diesel,3750.0
Hyundai,Grand i10,4,40000,Dealer,Petrol,Manual,18.9,1197,82.0,5,525000,13.171155446333852,10.596659732783579,Hyundai,Petrol,10000.0
Maruti,Alto,10,120000,Individual,Petrol,Manual,20.92,998,67.1,5,270000,12.506180941677357,11.695255355062795,Maruti,Petrol,12000.0
Ford,Ecosport,8,60000,Dealer,Petrol,Manual,18.88,999,123.37,5,610000,13.321215875492413,11.002116507732017,Ford,Petrol,7500.0
Mercedes-Benz,E-Class,11,82000,Dealer,Diesel,Automatic,11.5,2987,210.0,5,1850000,14.430696737594902,11.314486721293981,Mercedes-Benz,Diesel,7454.545454545455
Tata,Safari,8,83000,Dealer,Diesel,Manual,11.57,2179,138.1,7,485000,13.091906231773164,11.326607934898927,Tata,Diesel,10375.0
